100	0
600	2
1100	9
1600	6
2100	15
2600	20
3100	28
3600	35
4100	47
4600	64
5100	74
5600	118
6100	106
6600	117
7100	141
7600	161
8100	173
8600	202
9100	228
9600	256
10100	372
10600	300
11100	334
11600	360
12100	400
12600	423
13100	464
13600	495
14100	520
14600	571
15100	602
15600	654
16100	699
16600	748
17100	795
17600	840
18100	891
18600	983
19100	975
19600	1020
20100	1115
20600	1159
21100	1238
21600	1270
22100	1320
22600	1426
70100	16622
